""
"Indicator name: Intentional homicide  Data Source: UNODC(http://www.unodc.org/), Crime and criminal justice database(https://www.unodc.org/unodc/en/data-and-analysis/statistics/historic-data.html)"
"Description: Number of victims in total population express per 100,000 population. Intentional homicide is unlawful death purposefully inflicted on a person by another person. Data on intentional homicide should exclude attempted homicides."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Robbery (Per 100,000 population)","Singapore","2011","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2012","0.20"
"Robbery (Per 100,000 population)","Singapore","2012","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2013","0.31"
"Robbery (Per 100,000 population)","Singapore","2013","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2014","0.25"
"Robbery (Per 100,000 population)","Singapore","2014","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2015","0.25"
"Robbery (Per 100,000 population)","Singapore","2015","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2016","0.32"
"Robbery (Per 100,000 population)","Singapore","2016","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2017","0.19"
"Robbery (Per 100,000 population)","Singapore","2017","0.00"
"Intentional homicide (Per 100,000 population)","Singapore","2018","0.16"
"Intentional homicide (Per 100,000 population)","Slovakia","1990","1.76"
"Intentional homicide (Per 100,000 population)","Slovakia","1991","2.41"
"Intentional homicide (Per 100,000 population)","Slovakia","1993","2.56"
"Intentional homicide (Per 100,000 population)","Slovakia","1994","2.41"
"Intentional homicide (Per 100,000 population)","Slovakia","1995","2.38"
"Intentional homicide (Per 100,000 population)","Slovakia","1996","2.45"
"Intentional homicide (Per 100,000 population)","Slovakia","1997","2.60"
"Intentional homicide (Per 100,000 population)","Slovakia","1998","2.37"
"Intentional homicide (Per 100,000 population)","Slovakia","1999","2.61"
"Intentional homicide (Per 100,000 population)","Slovakia","2000","2.39"
"Intentional homicide (Per 100,000 population)","Slovakia","2001","2.19"
"Intentional homicide (Per 100,000 population)","Slovakia","2002","2.24"
"Intentional homicide (Per 100,000 population)","Slovakia","2003","2.54"
"Robbery (Per 100,000 population)","Slovakia","2003","0.02"
"Intentional homicide (Per 100,000 population)","Slovakia","2004","2.00"
"Robbery (Per 100,000 population)","Slovakia","2004","0.02"
"Intentional homicide (Per 100,000 population)","Slovakia","2005","1.72"
"Robbery (Per 100,000 population)","Slovakia","2005","0.02"
"Intentional homicide (Per 100,000 population)","Slovakia","2006","1.52"
"Robbery (Per 100,000 population)","Slovakia","2006","0.02"
"Intentional homicide (Per 100,000 population)","Slovakia","2007","1.52"
"Robbery (Per 100,000 population)","Slovakia","2007","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2008","1.59"
"Robbery (Per 100,000 population)","Slovakia","2008","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2009","1.44"
"Robbery (Per 100,000 population)","Slovakia","2009","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2010","1.52"
"Robbery (Per 100,000 population)","Slovakia","2010","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2011","1.63"
"Robbery (Per 100,000 population)","Slovakia","2011","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2012","1.16"
"Robbery (Per 100,000 population)","Slovakia","2012","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2013","1.31"
"Robbery (Per 100,000 population)","Slovakia","2013","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2014","1.27"
"Robbery (Per 100,000 population)","Slovakia","2014","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2015","0.81"
"Robbery (Per 100,000 population)","Slovakia","2015","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2016","1.05"
"Robbery (Per 100,000 population)","Slovakia","2016","0.01"
"Intentional homicide (Per 100,000 population)","Slovakia","2017","1.47"
"Robbery (Per 100,000 population)","Slovakia","2017","0.00"
"Intentional homicide (Per 100,000 population)","Slovakia","2018","1.14"
"Intentional homicide (Per 100,000 population)","Slovenia","1990","2.04"
"Intentional homicide (Per 100,000 population)","Slovenia","1991","1.99"
"Intentional homicide (Per 100,000 population)","Slovenia","1992","2.39"
"Intentional homicide (Per 100,000 population)","Slovenia","1993","1.30"
"Intentional homicide (Per 100,000 population)","Slovenia","1994","2.05"
"Intentional homicide (Per 100,000 population)","Slovenia","1995","2.21"
"Intentional homicide (Per 100,000 population)","Slovenia","1996","1.91"
"Intentional homicide (Per 100,000 population)","Slovenia","1997","1.81"
"Intentional homicide (Per 100,000 population)","Slovenia","1998","0.70"
"Intentional homicide (Per 100,000 population)","Slovenia","1999","1.26"
"Intentional homicide (Per 100,000 population)","Slovenia","2000","1.81"
"Intentional homicide (Per 100,000 population)","Slovenia","2001","1.41"
"Intentional homicide (Per 100,000 population)","Slovenia","2002","1.81"
"Intentional homicide (Per 100,000 population)","Slovenia","2003","1.06"
"Robbery (Per 100,000 population)","Slovenia","2003","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2004","1.36"
"Robbery (Per 100,000 population)","Slovenia","2004","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2005","1.00"
"Robbery (Per 100,000 population)","Slovenia","2005","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2006","0.60"
"Robbery (Per 100,000 population)","Slovenia","2006","0.01"
"Intentional homicide (Per 100,000 population)","Slovenia","2007","1.19"
"Robbery (Per 100,000 population)","Slovenia","2007","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2008","0.49"
"Robbery (Per 100,000 population)","Slovenia","2008","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2009","0.64"
"Robbery (Per 100,000 population)","Slovenia","2009","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2010","0.73"
"Robbery (Per 100,000 population)","Slovenia","2010","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2011","0.78"
"Robbery (Per 100,000 population)","Slovenia","2011","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2012","0.68"
"Robbery (Per 100,000 population)","Slovenia","2012","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2013","0.58"
"Robbery (Per 100,000 population)","Slovenia","2013","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2014","0.77"
"Robbery (Per 100,000 population)","Slovenia","2014","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2015","0.97"
"Robbery (Per 100,000 population)","Slovenia","2015","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2016","0.48"
"Robbery (Per 100,000 population)","Slovenia","2016","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2017","0.92"
"Robbery (Per 100,000 population)","Slovenia","2017","0.00"
"Intentional homicide (Per 100,000 population)","Slovenia","2018","0.48"
"Intentional homicide (Per 100,000 population)","Solomon Islands","2004","4.36"
"Robbery (Per 100,000 population)","Solomon Islands","2004","0.00"
"Intentional homicide (Per 100,000 population)","Solomon Islands","2005","5.53"
"Robbery (Per 100,000 population)","Solomon Islands","2005","0.00"
"Intentional homicide (Per 100,000 population)","Solomon Islands","2006","4.78"
"Robbery (Per 100,000 population)","Solomon Islands","2006","0.00"
"Intentional homicide (Per 100,000 population)","Solomon Islands","2007","5.28"
"Robbery (Per 100,000 population)","Solomon Islands","2007","0.00"
"Intentional homicide (Per 100,000 population)","Solomon Islands","2008","3.77"
"Robbery (Per 100,000 population)","Solomon Islands","2008","0.00"
"Intentional homicide (Per 100,000 population)","South Africa","1994","63.00"
"Intentional homicide (Per 100,000 population)","South Africa","1995","63.90"
"Intentional homicide (Per 100,000 population)","South Africa","1996","59.40"
"Intentional homicide (Per 100,000 population)","South Africa","1997","56.10"
"Intentional homicide (Per 100,000 population)","South Africa","1998","56.60"
"Intentional homicide (Per 100,000 population)","South Africa","1999","50.20"
"Intentional homicide (Per 100,000 population)","South Africa","2000","47.60"
"Intentional homicide (Per 100,000 population)","South Africa","2001","46.10"
"Intentional homicide (Per 100,000 population)","South Africa","2002","45.80"
"Intentional homicide (Per 100,000 population)","South Africa","2003","41.60"
"Intentional homicide (Per 100,000 population)","South Africa","2004","39.00"
"Intentional homicide (Per 100,000 population)","South Africa","2005","38.00"
"Intentional homicide (Per 100,000 population)","South Africa","2006","38.70"
"Intentional homicide (Per 100,000 population)","South Africa","2007","36.90"
"Intentional homicide (Per 100,000 population)","South Africa","2008","35.90"
"Intentional homicide (Per 100,000 population)","South Africa","2009","32.90"
"Intentional homicide (Per 100,000 population)","South Africa","2010","30.80"
"Intentional homicide (Per 100,000 population)","South Africa","2011","29.80"
"Intentional homicide (Per 100,000 population)","South Africa","2012","30.60"
"Intentional homicide (Per 100,000 population)","South Africa","2013","31.70"
"Intentional homicide (Per 100,000 population)","South Africa","2014","32.60"
"Robbery (Per 100,000 population)","South Africa","2014","1.84"
"Intentional homicide (Per 100,000 population)","South Africa","2015","33.80"
"Robbery (Per 100,000 population)","South Africa","2015","1.87"
"Intentional homicide (Per 100,000 population)","South Africa","2016","34.00"
"Robbery (Per 100,000 population)","South Africa","2016","1.94"
"Intentional homicide (Per 100,000 population)","South Africa","2017","35.90"
"Robbery (Per 100,000 population)","South Africa","2017","1.89"
"Intentional homicide (Per 100,000 population)","South Sudan","2012","13.90"
"Intentional homicide (Per 100,000 population)","Spain","1990","1.23"
"Intentional homicide (Per 100,000 population)","Spain","1991","1.12"
"Intentional homicide (Per 100,000 population)","Spain","1992","1.12"
"Intentional homicide (Per 100,000 population)","Spain","1993","1.20"
"Intentional homicide (Per 100,000 population)","Spain","1994","1.08"
"Intentional homicide (Per 100,000 population)","Spain","1995","1.03"
"Intentional homicide (Per 100,000 population)","Spain","1996","0.99"
"Intentional homicide (Per 100,000 population)","Spain","1997","1.16"
"Intentional homicide (Per 100,000 population)","Spain","1998","1.30"
"Intentional homicide (Per 100,000 population)","Spain","1999","1.20"
"Intentional homicide (Per 100,000 population)","Spain","2000","1.35"
"Intentional homicide (Per 100,000 population)","Spain","2001","1.40"
"Intentional homicide (Per 100,000 population)","Spain","2002","1.35"
"Intentional homicide (Per 100,000 population)","Spain","2003","1.38"
"Intentional homicide (Per 100,000 population)","Spain","2004","1.20"
"Intentional homicide (Per 100,000 population)","Spain","2005","1.18"
"Intentional homicide (Per 100,000 population)","Spain","2006","1.06"
"Intentional homicide (Per 100,000 population)","Spain","2007","1.06"
"Intentional homicide (Per 100,000 population)","Spain","2008","0.88"
"Robbery (Per 100,000 population)","Spain","2008","0.71"
"Intentional homicide (Per 100,000 population)","Spain","2009","0.88"
"Robbery (Per 100,000 population)","Spain","2009","0.65"
"Intentional homicide (Per 100,000 population)","Spain","2010","0.85"
"Robbery (Per 100,000 population)","Spain","2010","0.84"
"Intentional homicide (Per 100,000 population)","Spain","2011","0.82"
"Robbery (Per 100,000 population)","Spain","2011","0.88"
"Intentional homicide (Per 100,000 population)","Spain","2012","0.77"
"Robbery (Per 100,000 population)","Spain","2012","0.97"
"Intentional homicide (Per 100,000 population)","Spain","2013","0.64"
"Robbery (Per 100,000 population)","Spain","2013","0.86"
"Intentional homicide (Per 100,000 population)","Spain","2014","0.69"
"Robbery (Per 100,000 population)","Spain","2014","0.71"
"Intentional homicide (Per 100,000 population)","Spain","2015","0.65"
"Robbery (Per 100,000 population)","Spain","2015","0.65"
"Intentional homicide (Per 100,000 population)","Spain","2016","0.63"
"Robbery (Per 100,000 population)","Spain","2016","0.71"
"Intentional homicide (Per 100,000 population)","Spain","2017","0.66"
"Robbery (Per 100,000 population)","Spain","2017","0.67"
"Intentional homicide (Per 100,000 population)","Spain","2018","0.62"
"Intentional homicide (Per 100,000 population)","Sri Lanka","1990","11.46"
"Intentional homicide (Per 100,000 population)","Sri Lanka","1995","8.85"
"Intentional homicide (Per 100,000 population)","Sri Lanka","1996","9.66"
"Intentional homicide (Per 100,000 population)","Sri Lanka","1997","10.02"
"Intentional homicide (Per 100,000 population)","Sri Lanka","1999","10.28"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2003","6.81"
"Robbery (Per 100,000 population)","Sri Lanka","2003","0.07"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2004","7.10"
"Robbery (Per 100,000 population)","Sri Lanka","2004","0.08"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2005","6.24"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2006","10.38"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2008","10.02"
"Robbery (Per 100,000 population)","Sri Lanka","2008","0.07"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2009","5.46"
"Robbery (Per 100,000 population)","Sri Lanka","2009","0.06"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2010","3.77"
"Robbery (Per 100,000 population)","Sri Lanka","2010","0.06"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2011","3.59"
"Robbery (Per 100,000 population)","Sri Lanka","2011","0.06"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2012","3.29"
"Robbery (Per 100,000 population)","Sri Lanka","2012","0.07"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2013","3.00"
"Robbery (Per 100,000 population)","Sri Lanka","2013","0.05"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2014","2.66"
"Robbery (Per 100,000 population)","Sri Lanka","2014","0.04"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2015","2.33"
"Robbery (Per 100,000 population)","Sri Lanka","2015","0.04"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2016","2.52"
"Robbery (Per 100,000 population)","Sri Lanka","2016","0.03"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2017","2.30"
"Intentional homicide (Per 100,000 population)","Sri Lanka","2018","2.42"
"Intentional homicide (Per 100,000 population)","Sudan","2007","4.67"
"Intentional homicide (Per 100,000 population)","Sudan","2008","5.15"
"Robbery (Per 100,000 population)","Sudan","2008","0.03"
"Intentional homicide (Per 100,000 population)","Suriname","2000","14.44"
"Intentional homicide (Per 100,000 population)","Suriname","2001","16.58"
"Intentional homicide (Per 100,000 population)","Suriname","2002","11.82"
"Intentional homicide (Per 100,000 population)","Suriname","2003","12.30"
"Intentional homicide (Per 100,000 population)","Suriname","2004","9.32"
"Intentional homicide (Per 100,000 population)","Suriname","2005","13.81"
"Intentional homicide (Per 100,000 population)","Suriname","2006","12.27"
"Intentional homicide (Per 100,000 population)","Suriname","2007","8.80"
"Intentional homicide (Per 100,000 population)","Suriname","2008","8.32"
"Intentional homicide (Per 100,000 population)","Suriname","2013","5.30"
"Intentional homicide (Per 100,000 population)","Suriname","2014","5.78"
"Intentional homicide (Per 100,000 population)","Suriname","2015","6.08"
"Intentional homicide (Per 100,000 population)","Suriname","2016","7.26"
"Intentional homicide (Per 100,000 population)","Suriname","2017","5.43"
"Intentional homicide (Per 100,000 population)","Sweden","1990","1.11"
"Intentional homicide (Per 100,000 population)","Sweden","1991","1.33"
"Intentional homicide (Per 100,000 population)","Sweden","1992","1.31"
"Intentional homicide (Per 100,000 population)","Sweden","1993","1.23"
"Intentional homicide (Per 100,000 population)","Sweden","1994","1.14"
"Intentional homicide (Per 100,000 population)","Sweden","1995","0.98"
"Intentional homicide (Per 100,000 population)","Sweden","1996","1.12"
"Intentional homicide (Per 100,000 population)","Sweden","1997","0.98"
"Intentional homicide (Per 100,000 population)","Sweden","1998","1.04"
"Intentional homicide (Per 100,000 population)","Sweden","1999","1.14"
"Intentional homicide (Per 100,000 population)","Sweden","2000","1.08"
"Intentional homicide (Per 100,000 population)","Sweden","2001","0.98"
"Intentional homicide (Per 100,000 population)","Sweden","2002","1.13"
"Intentional homicide (Per 100,000 population)","Sweden","2003","0.95"
"Robbery (Per 100,000 population)","Sweden","2003","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2004","1.19"
"Robbery (Per 100,000 population)","Sweden","2004","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2005","0.92"
"Robbery (Per 100,000 population)","Sweden","2005","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2006","1.00"
"Robbery (Per 100,000 population)","Sweden","2006","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2007","1.21"
"Robbery (Per 100,000 population)","Sweden","2007","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2008","0.89"
"Robbery (Per 100,000 population)","Sweden","2008","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2009","1.00"
"Robbery (Per 100,000 population)","Sweden","2009","0.10"
"Intentional homicide (Per 100,000 population)","Sweden","2010","0.97"
"Robbery (Per 100,000 population)","Sweden","2010","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2011","0.86"
"Robbery (Per 100,000 population)","Sweden","2011","0.10"
"Intentional homicide (Per 100,000 population)","Sweden","2012","0.71"
"Robbery (Per 100,000 population)","Sweden","2012","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2013","0.90"
"Robbery (Per 100,000 population)","Sweden","2013","0.08"
"Intentional homicide (Per 100,000 population)","Sweden","2014","0.90"
"Robbery (Per 100,000 population)","Sweden","2014","0.08"
"Intentional homicide (Per 100,000 population)","Sweden","2015","1.15"
"Robbery (Per 100,000 population)","Sweden","2015","0.08"
"Intentional homicide (Per 100,000 population)","Sweden","2016","1.08"
"Robbery (Per 100,000 population)","Sweden","2016","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2017","1.14"
"Robbery (Per 100,000 population)","Sweden","2017","0.09"
"Intentional homicide (Per 100,000 population)","Sweden","2018","1.08"
"Intentional homicide (Per 100,000 population)","Switzerland","1990","1.65"
"Intentional homicide (Per 100,000 population)","Switzerland","1991","1.46"
"Intentional homicide (Per 100,000 population)","Switzerland","1992","1.37"
"Intentional homicide (Per 100,000 population)","Switzerland","1993","1.53"
"Intentional homicide (Per 100,000 population)","Switzerland","1994","1.15"
"Intentional homicide (Per 100,000 population)","Switzerland","1995","1.17"
"Intentional homicide (Per 100,000 population)","Switzerland","1996","1.18"
"Intentional homicide (Per 100,000 population)","Switzerland","1997","1.23"
"Intentional homicide (Per 100,000 population)","Switzerland","1998","1.07"
"Intentional homicide (Per 100,000 population)","Switzerland","1999","1.25"
"Intentional homicide (Per 100,000 population)","Switzerland","2000","0.97"
"Intentional homicide (Per 100,000 population)","Switzerland","2001","1.20"
"Intentional homicide (Per 100,000 population)","Switzerland","2002","1.19"
"Intentional homicide (Per 100,000 population)","Switzerland","2003","1.00"
"Robbery (Per 100,000 population)","Switzerland","2003","0.04"
"Intentional homicide (Per 100,000 population)","Switzerland","2004","1.07"
"Robbery (Per 100,000 population)","Switzerland","2004","0.03"
"Intentional homicide (Per 100,000 population)","Switzerland","2005","1.02"
"Robbery (Per 100,000 population)","Switzerland","2005","0.04"
"Intentional homicide (Per 100,000 population)","Switzerland","2006","0.80"
"Robbery (Per 100,000 population)","Switzerland","2006","0.04"
"Intentional homicide (Per 100,000 population)","Switzerland","2007","0.68"
"Robbery (Per 100,000 population)","Switzerland","2007","0.04"
"Intentional homicide (Per 100,000 population)","Switzerland","2008","0.71"
"Robbery (Per 100,000 population)","Switzerland","2008","0.04"
"Intentional homicide (Per 100,000 population)","Switzerland","2009","0.66"
"Robbery (Per 100,000 population)","Switzerland","2009","0.05"
"Intentional homicide (Per 100,000 population)","Switzerland","2010","0.67"
"Robbery (Per 100,000 population)","Switzerland","2010","0.04"
"Intentional homicide (Per 100,000 population)","Switzerland","2011","0.58"
"Robbery (Per 100,000 population)","Switzerland","2011","0.05"
"Intentional homicide (Per 100,000 population)","Switzerland","2012","0.56"
"Robbery (Per 100,000 population)","Switzerland","2012","0.06"
"Intentional homicide (Per 100,000 population)","Switzerland","2013","0.70"
"Robbery (Per 100,000 population)","Switzerland","2013","0.03"
"Intentional homicide (Per 100,000 population)","Switzerland","2014","0.50"
"Robbery (Per 100,000 population)","Switzerland","2014","0.02"
"Intentional homicide (Per 100,000 population)","Switzerland","2015","0.69"
"Robbery (Per 100,000 population)","Switzerland","2015","0.02"
"Intentional homicide (Per 100,000 population)","Switzerland","2016","0.54"
"Robbery (Per 100,000 population)","Switzerland","2016","0.02"
"Intentional homicide (Per 100,000 population)","Switzerland","2017","0.53"
"Robbery (Per 100,000 population)","Switzerland","2017","0.02"
"Intentional homicide (Per 100,000 population)","Switzerland","2018","0.59"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","1997","1.95"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","1998","2.15"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","1999","2.06"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2000","2.18"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2001","2.24"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2002","2.15"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2003","2.33"
"Robbery (Per 100,000 population)","Syrian Arab Republic","2003","0.01"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2004","2.39"
"Robbery (Per 100,000 population)","Syrian Arab Republic","2004","0.01"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2005","2.34"
"Robbery (Per 100,000 population)","Syrian Arab Republic","2005","0.01"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2006","2.34"
"Robbery (Per 100,000 population)","Syrian Arab Republic","2006","0.01"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2007","2.68"
"Robbery (Per 100,000 population)","Syrian Arab Republic","2007","0.01"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2008","2.56"
"Robbery (Per 100,000 population)","Syrian Arab Republic","2008","0.01"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2009","2.24"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2010","2.17"
"Intentional homicide (Per 100,000 population)","Syrian Arab Republic","2018","0.88"
"Intentional homicide (Per 100,000 population)","Tajikistan","1990","3.18"
"Intentional homicide (Per 100,000 population)","Tajikistan","1991","2.74"
"Intentional homicide (Per 100,000 population)","Tajikistan","1992","11.00"
"Intentional homicide (Per 100,000 population)","Tajikistan","1993","23.31"
"Intentional homicide (Per 100,000 population)","Tajikistan","1994","11.20"
"Intentional homicide (Per 100,000 population)","Tajikistan","1995","7.55"
"Intentional homicide (Per 100,000 population)","Tajikistan","1996","8.27"
"Intentional homicide (Per 100,000 population)","Tajikistan","1997","8.39"
"Intentional homicide (Per 100,000 population)","Tajikistan","1998","8.15"
"Intentional homicide (Per 100,000 population)","Tajikistan","1999","5.83"
"Intentional homicide (Per 100,000 population)","Tajikistan","2000","4.55"
"Intentional homicide (Per 100,000 population)","Tajikistan","2001","3.69"
"Intentional homicide (Per 100,000 population)","Tajikistan","2002","2.80"
"Intentional homicide (Per 100,000 population)","Tajikistan","2003","2.51"
"Intentional homicide (Per 100,000 population)","Tajikistan","2004","2.13"
"Intentional homicide (Per 100,000 population)","Tajikistan","2005","2.31"
"Intentional homicide (Per 100,000 population)","Tajikistan","2006","2.80"
"Robbery (Per 100,000 population)","Tajikistan","2006","0.00"
"Intentional homicide (Per 100,000 population)","Tajikistan","2007","1.87"
"Robbery (Per 100,000 population)","Tajikistan","2007","0.00"
"Intentional homicide (Per 100,000 population)","Tajikistan","2008","1.39"
"Robbery (Per 100,000 population)","Tajikistan","2008","0.00"
"Intentional homicide (Per 100,000 population)","Tajikistan","2009","1.32"
"Robbery (Per 100,000 population)","Tajikistan","2009","0.00"
"Intentional homicide (Per 100,000 population)","Tajikistan","2010","2.40"
"Robbery (Per 100,000 population)","Tajikistan","2010","0.00"
"Intentional homicide (Per 100,000 population)","Tajikistan","2011","1.64"
"Robbery (Per 100,000 population)","Tajikistan","2011","0.00"
"Intentional homicide (Per 100,000 population)","Thailand","1990","9.45"
"Intentional homicide (Per 100,000 population)","Thailand","1991","9.76"
"Intentional homicide (Per 100,000 population)","Thailand","1992","10.31"
"Intentional homicide (Per 100,000 population)","Thailand","1993","9.40"
"Intentional homicide (Per 100,000 population)","Thailand","1994","8.50"
"Intentional homicide (Per 100,000 population)","Thailand","1995","7.64"
"Intentional homicide (Per 100,000 population)","Thailand","1996","7.44"
"Intentional homicide (Per 100,000 population)","Thailand","1997","7.87"
"Intentional homicide (Per 100,000 population)","Thailand","1998","8.71"
"Intentional homicide (Per 100,000 population)","Thailand","1999","8.11"
"Intentional homicide (Per 100,000 population)","Thailand","2000","8.17"
"Intentional homicide (Per 100,000 population)","Thailand","2001","7.90"
"Intentional homicide (Per 100,000 population)","Thailand","2002","7.08"
"Intentional homicide (Per 100,000 population)","Thailand","2003","9.97"
"Intentional homicide (Per 100,000 population)","Thailand","2004","6.57"
"Intentional homicide (Per 100,000 population)","Thailand","2005","7.35"
"Intentional homicide (Per 100,000 population)","Thailand","2006","7.12"
"Intentional homicide (Per 100,000 population)","Thailand","2007","6.70"
"Robbery (Per 100,000 population)","Thailand","2007","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2008","5.97"
"Robbery (Per 100,000 population)","Thailand","2008","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2009","5.54"
"Robbery (Per 100,000 population)","Thailand","2009","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2010","5.44"
"Robbery (Per 100,000 population)","Thailand","2010","0.02"
"Intentional homicide (Per 100,000 population)","Thailand","2011","4.90"
"Robbery (Per 100,000 population)","Thailand","2011","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2012","4.90"
"Robbery (Per 100,000 population)","Thailand","2012","0.02"
"Intentional homicide (Per 100,000 population)","Thailand","2013","4.25"
"Robbery (Per 100,000 population)","Thailand","2013","0.02"
"Intentional homicide (Per 100,000 population)","Thailand","2014","3.87"
"Robbery (Per 100,000 population)","Thailand","2014","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2015","3.47"
"Robbery (Per 100,000 population)","Thailand","2015","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2016","3.23"
"Robbery (Per 100,000 population)","Thailand","2016","0.01"
"Intentional homicide (Per 100,000 population)","Thailand","2017","2.58"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2004","2.37"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2005","4.62"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2006","4.82"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2007","5.98"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2008","3.32"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2009","2.98"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2010","3.57"
"Intentional homicide (Per 100,000 population)","Timor-Leste","2015","4.10"
"Robbery (Per 100,000 population)","Timor-Leste","2016","0.00"
"Robbery (Per 100,000 population)","Timor-Leste","2017","0.00"
"Intentional homicide (Per 100,000 population)","Tonga","1995","2.08"
"Intentional homicide (Per 100,000 population)","Tonga","1996","2.08"
"Intentional homicide (Per 100,000 population)","Tonga","1997","2.07"
"Intentional homicide (Per 100,000 population)","Tonga","2000","1.02"
"Intentional homicide (Per 100,000 population)","Tonga","2001","6.09"
"Intentional homicide (Per 100,000 population)","Tonga","2002","6.06"
"Intentional homicide (Per 100,000 population)","Tonga","2003","6.02"
"Intentional homicide (Per 100,000 population)","Tonga","2004","2.00"
"Intentional homicide (Per 100,000 population)","Tonga","2005","3.96"
"Intentional homicide (Per 100,000 population)","Tonga","2006","7.87"
"Intentional homicide (Per 100,000 population)","Tonga","2007","0.97"
"Intentional homicide (Per 100,000 population)","Tonga","2008","3.87"
"Intentional homicide (Per 100,000 population)","Tonga","2009","7.70"
"Intentional homicide (Per 100,000 population)","Tonga","2010","0.96"
"Intentional homicide (Per 100,000 population)","Tonga","2011","1.93"
"Intentional homicide (Per 100,000 population)","Tonga","2012","0.97"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2000","9.47"
